"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths","","70-74 years old","Non-Indigenous people","Malignant neoplasm of trachea; bronchus and lung (C33; C34)","","","","","ABS (unpublished) Causes of Death Australia","no.","2324","","1511","641","530","","","45","5051",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths","","70-74 years old","Non-Indigenous people","Cerebrovascular diseases (I60-I69)","","","","","ABS (unpublished) Causes of Death Australia","no.","1085","","627","263","219","","","13","2207",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths","","70-74 years old","Non-Indigenous people","Total (leading causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","8061","","5168","2088","1884","","","155","17356",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths","","70-74 years old","Non-Indigenous people","Other causes","","","","","ABS (unpublished) Causes of Death Australia","no.","14812","","8718","4010","3610","","","233","31383",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","Deaths","","70-74 years old","Non-Indigenous people","Total (all causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","22873","","13886","6098","5494","","","388","48739",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Aboriginal and Torres Strait Islander people","All areas","People","","70-74 years old","Aboriginal and Torres Strait Islander people","","","","","","Derived from ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","19852","","13799","5172","2275","","","3176","44274",""
"SE1b.3","2014-2018","Leading causes of death","70-74 years old","All people","Non-Indigenous people","All areas","People","","70-74 years old","Non-Indigenous people","","","","","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","1470356","","899506","424622","363351","","","19724","3177559",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","75+ years old","Aboriginal and Torres Strait Islander people","Ischaemic heart diseases (I20-I25)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","633.8","","823.7","771.1","791.0","","","1328.8","763.6",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","75+ years old","Aboriginal and Torres Strait Islander people","Dementia; including Alzheimer's disease (F01; F03; G30)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","421.0","","809.5","582.6","889.9","","","1977.8","690.3",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","75+ years old","Aboriginal and Torres Strait Islander people","Chronic lower respiratory diseases (J40-J47)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","587.6","","539.7","599.7","461.4","","","1267.0","612.9",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","75+ years old","Aboriginal and Torres Strait Islander people","Diabetes (E10-E14)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","254.5","","639.1","1113.8","428.5","","","1267.0","552.3",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","75+ years old","Aboriginal and Torres Strait Islander people","Cerebrovascular diseases (I60-I69)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","333.1","","532.6","548.3","362.6","","","710.8","445.6",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","75+ years old","Aboriginal and Torres Strait Islander people","Total (leading causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","2230.0","","3344.5","3615.5","2933.4","","","6551.3","3064.7",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","75+ years old","Aboriginal and Torres Strait Islander people","Other causes","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","2678.8","","3451.0","3546.9","2735.7","","","6365.9","3265.5",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths per 100000 people","","75+ years old","Aboriginal and Torres Strait Islander people","Total (all causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","4908.9","","6795.4","7162.4","5669.1","","","12917.2","6330.1",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","75+ years old","Non-Indigenous people","Ischaemic heart diseases (I20-I25)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","885.0","","948.6","830.0","922.9","","","649.4","898.2",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","75+ years old","Non-Indigenous people","Dementia; including Alzheimer's disease (F01; F03; G30)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","776.3","","746.1","747.9","984.8","","","567.6","789.4",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","75+ years old","Non-Indigenous people","Chronic lower respiratory diseases (J40-J47)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","350.8","","350.8","319.7","363.9","","","476.2","348.8",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","75+ years old","Non-Indigenous people","Diabetes (E10-E14)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","200.6","","178.0","185.3","225.5","","","226.1","195.8",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","75+ years old","Non-Indigenous people","Cerebrovascular diseases (I60-I69)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","595.7","","560.5","443.9","528.4","","","307.8","557.3",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","75+ years old","Non-Indigenous people","Total (leading causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","2808.5","","2783.9","2526.8","3025.5","","","2227.0","2789.6",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","75+ years old","Non-Indigenous people","Other causes","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","3817.8","","3621.5","3625.2","3806.9","","","3410.3","3738.3",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Non-Indigenous people","All areas","Deaths per 100000 people","","75+ years old","Non-Indigenous people","Total (all causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","6626.3","","6405.4","6152.0","6832.4","","","5637.3","6527.9",""
"SE1b.3","2014-2018","Leading causes of death","75+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Deaths","","75+ years old","Aboriginal and Torres Strait Islander people","Ischaemic heart diseases (I20-I25)","","","","","ABS (unpublished) Causes of Death Australia","no.","137","","116","45","24","","","43","365",""
