"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total births","","Aboriginal and Torres Strait Islander children","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","771","297","893","571","101","25","17","273","2948"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total births","","Aboriginal and Torres Strait Islander children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","319","148","485","322","62","17","65","102","1520"
"CtG2A.4","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total births","","Aboriginal and Torres Strait Islander children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","191","121","164","66","15","np","np","83","706"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Total births","","Non-Indigenous children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","18566","11085","10777","2699","4536","2006","np","np","49887"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Total births","","Non-Indigenous children","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","16513","14602","8342","5522","5084","822","np","np","51121"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Total births","","Non-Indigenous children","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","16942","15539","13553","7864","3451","880","228","616","59073"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Total births","","Non-Indigenous children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","13758","16379","12911","7666","3007","818","1558","459","56556"
"CtG2A.4","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Total births","","Non-Indigenous children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","18028","15045","7315","5958","1363","128","2951","798","51586"
"CtG2A.4","2018","Birthweight","0 years old","All people","Unknown Indigenous status","All areas","Total births","","Indigenous status not stated","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","260","76","0","0","21","254","0","0","611"
"CtG2A.4","2018","Birthweight","0 years old","All people","Unknown Indigenous status","All areas","Total births","","Indigenous status not stated","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","304","82","0","0","28","78","0","0","492"
"CtG2A.4","2018","Birthweight","0 years old","All people","Unknown Indigenous status","All areas","Total births","","Indigenous status not stated","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","340","146","2","1","19","49","0","2","559"
"CtG2A.4","2018","Birthweight","0 years old","All people","Unknown Indigenous status","All areas","Total births","","Indigenous status not stated","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","264","154","0","0","21","15","2","2","458"
"CtG2A.4","2018","Birthweight","0 years old","All people","Unknown Indigenous status","All areas","Total births","","Indigenous status not stated","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","469","123","0","0","3","1","1","3","600"
"CtG2A.4","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","88.8","86.9","88.4","86.4","87.5","np","np","85.0","87.7"
"CtG2A.4","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.4","3.3","1.3","2.5","2.8","np","np","2.5","0.8"
"CtG2A.4","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","90.9","88.7","89.9","87.3","86.9","np","np","np","89.8"
"CtG2A.4","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Second most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.3","2.9","1.9","2.8","4.2","np","np","np","0.9"
"CtG2A.4","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","91.9","90.6","88.5","86.9","np","np","np","87.2","89.3"
"CtG2A.4","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Middle 20%","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","2.0","3.4","2.1","2.8","np","np","np","4.1","1.1"
"CtG2A.4","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","91.5","90.0","91.7","87.1","np","np","np","89.2","90.3"
"CtG2A.4","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Second least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","3.4","4.6","2.5","4.0","np","np","np","6.0","1.6"
"CtG2A.4","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","94.7","90.0","89.8","np","np","np","np","np","90.9"
"CtG2A.4","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","3.2","5.9","5.1","np","np","np","np","np","2.2"
"CtG2A.4","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","93.5","93.1","92.4","92.7","92.6","90.2","np","93.6","92.9"
"CtG2A.4","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.4","0.5","0.5","0.9","0.8","1.2","np","3.1","0.2"
"CtG2A.4","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Second most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","93.6","93.3","93.4","93.7","94.4","93.8","np","94.5","93.6"
"CtG2A.4","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Second most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.4","0.4","0.5","0.6","0.6","1.6","np","3.3","0.2"
"CtG2A.4","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Middle 20%","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","94.2","93.2","93.9","93.8","94.0","93.1","93.9","95.0","93.8"
"CtG2A.4","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Middle 20%","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.4","0.4","0.5","0.8","1.7","2.9","1.8","0.2"
"CtG2A.4","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Second least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","94.5","94.1","94.5","94.3","94.9","93.6","92.8","94.8","94.3"
"CtG2A.4","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Second least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.4","0.3","0.4","0.5","0.8","1.7","1.3","2.0","0.2"
"CtG2A.4","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Least disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","95.3","94.3","94.5","95.0","94.9","93.5","93.9","93.5","94.7"
"CtG2A.4","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","","Non-Indigenous children","","Least disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.4","0.5","0.5","1.2","4.1","0.8","1.6","0.2"
"CtG2A.4","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Most disadvantaged","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","10.1","11.9","10.4","12.1","11.5","12.1","0","13.7","11.0"
"CtG2A.4","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Most disadvantaged","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.3","3.1","1.2","2.4","2.7","4.5","0","2.4","0.7"
