"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE17f.3","2021","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Clerical and Administrative Workers","","","","","ABS (unpublished) Census of Population and Housing","no.","33","5","11","3","5","0","0","4","66"
"SE17f.3","2021","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Sales Workers","","","","","ABS (unpublished) Census of Population and Housing","no.","4","0","3","5","0","0","0","0","11"
"SE17f.3","2021","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Total","","","","","ABS (unpublished) Census of Population and Housing","no.","198","36","99","42","16","11","12","40","458"
"SE17f.3","2021","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Managers","","","","","ABS (unpublished) Census of Population and Housing","no.","1756","609","325","216","95","33","25","26","3081"
"SE17f.3","2021","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Professionals","","","","","ABS (unpublished) Census of Population and Housing","no.","7719","2932","1609","957","618","235","302","119","14490"
"SE17f.3","2021","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Technicians and Trades Workers","","","","","ABS (unpublished) Census of Population and Housing","no.","1317","637","428","293","145","58","70","26","2973"
"SE17f.3","2021","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Clerical and Administrative Workers","","","","","ABS (unpublished) Census of Population and Housing","no.","1311","423","363","148","131","35","75","20","2510"
"SE17f.3","2021","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Sales Workers","","","","","ABS (unpublished) Census of Population and Housing","no.","640","375","320","182","72","28","19","9","1647"
"SE17f.3","2021","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Number","Non-Indigenous people","","Total","","","","","ABS (unpublished) Census of Population and Housing","no.","13011","5110","3151","1877","1093","383","503","200","25326"
"SE17f.3","2016","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Managers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","6.5","0","7.2","15.6","0","0","0","0","7.1"
"SE17f.3","2016","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Professionals","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","61.7","42.3","54.2","59.4","71.4","0","66.7","58.3","58.5"
"SE17f.3","2016","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Technicians and Trades Workers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","6.5","0","13.3","0","21.4","0","66.7","22.9","9.6"
"SE17f.3","2016","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Clerical and Administrative Workers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","17.5","34.6","12.0","18.8","0","0","0","10.4","16.5"
"SE17f.3","2016","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Sales Workers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","2.6","0","10.8","0","0","0","0","0","4.4"
"SE17f.3","2016","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Proportion","Aboriginal and Torres Strait Islander people","","Total","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"SE17f.3","2016","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Managers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","12.3","10.1","9.0","9.9","8.7","7.7","6.4","9.1","11.0"
"SE17f.3","2016","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Professionals","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","55.7","52.6","44.4","50.6","50.6","54.9","54.2","53.5","53.0"
"SE17f.3","2016","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Technicians and Trades Workers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","11.7","16.0","14.6","16.2","15.9","15.5","19.0","11.5","13.6"
"SE17f.3","2016","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Clerical and Administrative Workers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","12.4","11.4","17.0","9.1","14.2","12.8","16.2","14.0","12.8"
"SE17f.3","2016","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Sales Workers","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","5.5","7.6","12.1","12.3","8.2","8.3","3.4","7.4","7.3"
"SE17f.3","2016","People employed in the media","All ages","All people","Non-Indigenous people","All areas","People employed in the media","Proportion","Non-Indigenous people","","Total","","","","","Derived from ABS (unpublished) Census of Population and Housing","%","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"SE17f.3","2016","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Managers","","","","","ABS (unpublished) Census of Population and Housing","no.","10","0","6","5","0","0","0","0","26"
"SE17f.3","2016","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Professionals","","","","","ABS (unpublished) Census of Population and Housing","no.","95","11","45","19","10","0","4","28","213"
"SE17f.3","2016","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Technicians and Trades Workers","","","","","ABS (unpublished) Census of Population and Housing","no.","10","0","11","0","3","0","4","11","35"
"SE17f.3","2016","People employed in the media","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","People employed in the media","Number","Aboriginal and Torres Strait Islander people","","Clerical and Administrative Workers","","","","","ABS (unpublished) Census of Population and Housing","no.","27","9","10","6","0","0","0","5","60"
