"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE12b.1","2019","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished)","%","60.0","74.3","55.8","45.2","64.2","64.0","71.4","10.2","59.8"
"SE12b.1","2019","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","%","0","0","0.2","0","0.6","1.7","0","0","0.1"
"SE12b.1","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in the population at 30 June","Proportion of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","7.6","2.1","9.2","7.4","5.5","11.4","3.7","42.2","6.8"
"SE12b.1","2019","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in the population at 30 June","Proportion of children","","Non-Indigenous children","","0-17 years old","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","%","92.4","97.9","90.8","92.6","94.5","88.6","96.3","57.8","93.2"
"SE12b.1","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","6754","2181","3576","2604","1338","378","199","948","17978"
"SE12b.1","2019","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","10127","6309","4532","2148","2437","706","497","108","26864"
"SE12b.1","2019","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","3","0","17","2","22","19","0","0","63"
"SE12b.1","2019","Children in out-of-home care","0-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","","All children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","16884","8490","8125","4754","3797","1103","696","1056","44905"
"SE12e.1","2024","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Aboriginal and Torres Strait Islander relatives/kin","0-17 years old","","Derived from State and territory governments (unpublished)","%","34.0","41.8","24.5","37.1","32.4","17.7","40.5","16.7","32.1"
"SE12e.1","2024","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Other Aboriginal and Torres Strait Islander carers","0-17 years old","","Derived from State and territory governments (unpublished)","%","13.1","1.7","10.1","5.2","5.6","9.9","4.7","7.1","8.6"
"SE12e.1","2024","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Total living with Aboriginal and Torres Strait Islander relatives/kin or carers","0-17 years old","","Derived from State and territory governments (unpublished)","%","47.1","43.5","34.5","42.3","38.0","27.6","45.3","23.8","40.7"
"SE12e.1","2024","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Non-Indigenous relatives/kin","0-17 years old","","Derived from State and territory governments (unpublished)","%","23.4","39.0","18.1","15.4","23.5","24.1","20.0","1.9","22.4"
"SE12e.1","2024","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Total living with relatives or kin or Aboriginal and Torres Strait Islander carers","0-17 years old","","Derived from State and territory governments (unpublished)","%","70.5","82.5","52.7","57.7","61.5","51.6","65.3","25.7","63.1"
"SE12e.1","2024","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Other non-Indigenous carers","0-17 years old","","Derived from State and territory governments (unpublished)","%","22.3","12.1","29.3","30.8","22.2","40.3","27.4","62.2","25.7"
"SE12e.1","2024","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Residential care or family group home","0-17 years old","","Derived from State and territory governments (unpublished)","%","6.0","4.3","18.0","11.4","16.3","7.3","7.4","7.5","10.5"
"SE12e.1","2024","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Independent living/living arrangements unknown","0-17 years old","","Derived from State and territory governments (unpublished)","%","1.1","1.0","0","0","0","0.8","0","4.6","0.7"
"SE12e.1","2024","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Proportion of children","In another care arrangement","Aboriginal and Torres Strait Islander children","Total living in another care arrangement","0-17 years old","","Derived from State and territory governments (unpublished)","%","29.5","17.5","47.3","42.3","38.5","48.4","34.7","74.3","36.9"
"SE12e.1","2024","Application of the Aboriginal and Torres Strait Islander Child Placement Principle","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Living with relatives/kin or other Aboriginal and Torres Strait Islander carer","Aboriginal and Torres Strait Islander children","Aboriginal and Torres Strait Islander relatives/kin","0-17 years old","","State and territory governments (unpublished)","no.","2146","1198","1215","1027","565","70","77","131","6429"
