"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total_5juris","Total_6juris","Aust"
"CtG14A.9","2015-2019","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","Major cities","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","","Major cities","","","ABS (unpublished) Causes of Death Australia","no.","93","12","92","69","24","..","9","..","","",""
"CtG14A.9","2015-2019","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","Inner and outer regional","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","","Inner and outer regional","","","ABS (unpublished) Causes of Death Australia","no.","126","26","149","25","11","8","0","18","","",""
"CtG14A.9","2015-2019","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","Remote and very remote","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","","Remote and very remote","","","ABS (unpublished) Causes of Death Australia","no.","2","0","51","84","4","0","..","86","","",""
"CtG14A.9","2014-2018","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","Major cities","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","","Major cities","","","ABS (unpublished) Causes of Death Australia","no.","77","10","87","75","23","..","7","..","","",""
"CtG14A.9","2014-2018","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","Inner and outer regional","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","","Inner and outer regional","","","ABS (unpublished) Causes of Death Australia","no.","112","25","129","27","9","3","0","18","","",""
"CtG14A.9","2014-2018","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","Remote and very remote","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","","Remote and very remote","","","ABS (unpublished) Causes of Death Australia","no.","6","0","44","92","1","0","..","85","","",""
"CtG14A.10","2019-2023","Mortality due to suicide","All ages","Males","Aboriginal and Torres Strait Islander people","Major cities","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Males","Major cities","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","35.3"
"CtG14A.10","2019-2023","Mortality due to suicide","All ages","Females","Aboriginal and Torres Strait Islander people","Major cities","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Females","Major cities","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","12.0"
"CtG14A.10","2019-2023","Mortality due to suicide","All ages","Males","Non-Indigenous people","Major cities","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Males","Major cities","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","15.4"
"CtG14A.10","2019-2023","Mortality due to suicide","All ages","Females","Non-Indigenous people","Major cities","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Females","Major cities","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","5.3"
"CtG14A.10","2019-2023","Mortality due to suicide","All ages","Males","Aboriginal and Torres Strait Islander people","Inner and outer regional","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Males","Inner and outer regional","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","40.2"
"CtG14A.10","2019-2023","Mortality due to suicide","All ages","Females","Aboriginal and Torres Strait Islander people","Inner and outer regional","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Females","Inner and outer regional","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","13.2"
"CtG14A.10","2019-2023","Mortality due to suicide","All ages","Males","Non-Indigenous people","Inner and outer regional","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Males","Inner and outer regional","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","24.9"
"CtG14A.10","2019-2023","Mortality due to suicide","All ages","Females","Non-Indigenous people","Inner and outer regional","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Females","Inner and outer regional","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","6.7"
"CtG14A.10","2019-2023","Mortality due to suicide","All ages","Males","Aboriginal and Torres Strait Islander people","Remote and very remote","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Males","Remote and very remote","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","49.9"
"CtG14A.10","2019-2023","Mortality due to suicide","All ages","Females","Aboriginal and Torres Strait Islander people","Remote and very remote","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Females","Remote and very remote","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","17.9"
"CtG14A.10","2019-2023","Mortality due to suicide","All ages","Males","Non-Indigenous people","Remote and very remote","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Males","Remote and very remote","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","23.0"
"CtG14A.10","2019-2023","Mortality due to suicide","All ages","Females","Non-Indigenous people","Remote and very remote","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Females","Remote and very remote","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","5.8"
"CtG14A.10","2018-2022","Mortality due to suicide","All ages","Males","Aboriginal and Torres Strait Islander people","Major cities","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Males","Major cities","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","33.1"
"CtG14A.10","2018-2022","Mortality due to suicide","All ages","Females","Aboriginal and Torres Strait Islander people","Major cities","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Females","Major cities","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","11.8"
"CtG14A.10","2018-2022","Mortality due to suicide","All ages","Males","Non-Indigenous people","Major cities","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Males","Major cities","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","15.4"
"CtG14A.10","2018-2022","Mortality due to suicide","All ages","Females","Non-Indigenous people","Major cities","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Females","Major cities","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","5.3"
"CtG14A.10","2018-2022","Mortality due to suicide","All ages","Males","Aboriginal and Torres Strait Islander people","Inner and outer regional","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Males","Inner and outer regional","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","36.8"
"CtG14A.10","2018-2022","Mortality due to suicide","All ages","Females","Aboriginal and Torres Strait Islander people","Inner and outer regional","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Females","Inner and outer regional","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","12.2"
"CtG14A.10","2018-2022","Mortality due to suicide","All ages","Males","Non-Indigenous people","Inner and outer regional","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Males","Inner and outer regional","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","25.2"
"CtG14A.10","2018-2022","Mortality due to suicide","All ages","Females","Non-Indigenous people","Inner and outer regional","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Females","Inner and outer regional","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","6.5"
"CtG14A.10","2018-2022","Mortality due to suicide","All ages","Males","Aboriginal and Torres Strait Islander people","Remote and very remote","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Males","Remote and very remote","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","48.6"
"CtG14A.10","2018-2022","Mortality due to suicide","All ages","Females","Aboriginal and Torres Strait Islander people","Remote and very remote","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Females","Remote and very remote","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","17.0"
"CtG14A.10","2018-2022","Mortality due to suicide","All ages","Males","Non-Indigenous people","Remote and very remote","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Males","Remote and very remote","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","23.2"
"CtG14A.10","2018-2022","Mortality due to suicide","All ages","Females","Non-Indigenous people","Remote and very remote","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Females","Remote and very remote","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","6.3"
"CtG14A.10","2017-2021","Mortality due to suicide","All ages","Males","Aboriginal and Torres Strait Islander people","Major cities","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Males","Major cities","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","","","30.0"
